slug,url,live_url,title,state,words,blocks_total,blocks_rendered,words_archived,service_links,has_hero_image,meta_description
electric-fireplace-installation-in-dracut-ma,/location/electric-fireplace-installation-in-dracut-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-installation-in-dracut-ma/,"Electric Fireplace Installation in Dracut,MA",ma,691,34,2,585,24,yes,no
electric-fireplace-installation-in-leominster-ma,/location/electric-fireplace-installation-in-leominster-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-installation-in-leominster-ma/,"Electric Fireplace Installation in Leominster,MA",ma,1052,52,2,980,25,yes,no
electric-fireplace-installation-in-lowell-ma,/location/electric-fireplace-installation-in-lowell-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-installation-in-lowell-ma/,"Electric Fireplace Installation in Lowell,MA",ma,784,39,2,700,23,yes,no
electric-fireplace-installation-in-springfield-ma,/location/electric-fireplace-installation-in-springfield-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-installation-in-springfield-ma/,"Electric Fireplace Installation in Springfield,MA",ma,763,37,2,680,24,yes,no
electric-fireplace-installation-in-weymouth-ma,/location/electric-fireplace-installation-in-weymouth-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-installation-in-weymouth-ma/,"Electric Fireplace Installation in Weymouth,MA",ma,647,33,2,550,25,yes,no
electric-fireplace-installation-in-worcester-ma,/location/electric-fireplace-installation-in-worcester-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-installation-in-worcester-ma/,"Electric Fireplace Installation in Worcester,MA",ma,634,36,2,556,24,yes,no
electric-fireplace-repair-in-cambridge-ma,/location/electric-fireplace-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-repair-in-cambridge-ma/,"Electric Fireplace Repair in Cambridge,MA",ma,725,35,2,631,24,yes,no
electric-fireplace-repair-in-dracut-ma,/location/electric-fireplace-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-repair-in-dracut-ma/,"Electric Fireplace Repair in Dracut,MA",ma,629,35,2,552,24,yes,no
electric-fireplace-repair-in-leominster-ma,/location/electric-fireplace-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-repair-in-leominster-ma/,"Electric Fireplace Repair in Leominster,MA",ma,1064,56,2,987,25,yes,no
electric-fireplace-repair-in-lowell-ma,/location/electric-fireplace-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-repair-in-lowell-ma/,"Electric Fireplace Repair in Lowell,MA",ma,648,34,2,561,23,yes,no
electric-fireplace-repair-in-springfield-ma,/location/electric-fireplace-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-repair-in-springfield-ma/,"Electric Fireplace Repair in Springfield,MA",ma,1059,47,2,959,24,yes,no
electric-fireplace-repair-in-weymouth-ma,/location/electric-fireplace-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-repair-in-weymouth-ma/,"Electric Fireplace Repair in Weymouth,MA",ma,612,36,2,525,25,yes,no
electric-fireplace-repair-in-worcester-ma,/location/electric-fireplace-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/electric-fireplace-repair-in-worcester-ma/,"Electric Fireplace Repair in Worcester,MA",ma,713,35,2,611,24,yes,no
electric-fireplaces-in-cambridge-ma,/location/electric-fireplaces-in-cambridge-ma/,https://chimcare-web.vercel.app/location/electric-fireplaces-in-cambridge-ma/,"Electric Fireplaces in Cambridge,MA",ma,689,33,2,599,24,yes,no
electric-fireplaces-in-dracut-ma,/location/electric-fireplaces-in-dracut-ma/,https://chimcare-web.vercel.app/location/electric-fireplaces-in-dracut-ma/,"Electric Fireplaces in Dracut,MA",ma,631,33,2,540,24,yes,no
electric-fireplaces-in-leominster-ma,/location/electric-fireplaces-in-leominster-ma/,https://chimcare-web.vercel.app/location/electric-fireplaces-in-leominster-ma/,"Electric Fireplaces in Leominster,MA",ma,1043,45,2,969,25,yes,no
electric-fireplaces-in-springfield-ma,/location/electric-fireplaces-in-springfield-ma/,https://chimcare-web.vercel.app/location/electric-fireplaces-in-springfield-ma/,"Electric Fireplaces in Springfield,MA",ma,628,37,2,523,24,yes,no
electric-fireplaces-in-weymouth-ma,/location/electric-fireplaces-in-weymouth-ma/,https://chimcare-web.vercel.app/location/electric-fireplaces-in-weymouth-ma/,"Electric Fireplaces in Weymouth,MA",ma,668,32,2,582,25,yes,no
electric-fireplaces-repair-in-lowell-ma,/location/electric-fireplaces-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/electric-fireplaces-repair-in-lowell-ma/,"Electric Fireplaces in Lowell,MA",ma,748,34,2,661,23,yes,no
electric-fireplaces-repair-in-worcester-ma,/location/electric-fireplaces-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/electric-fireplaces-repair-in-worcester-ma/,"Electric Fireplaces in Worcester,MA",ma,784,39,2,693,24,yes,no
exterior-wood-replacement-in-cambridge-ma,/location/exterior-wood-replacement-in-cambridge-ma/,https://chimcare-web.vercel.app/location/exterior-wood-replacement-in-cambridge-ma/,"Exterior Wood Replacement in Cambridge,MA",ma,681,36,2,594,24,yes,no
exterior-wood-replacement-in-dracut-ma,/location/exterior-wood-replacement-in-dracut-ma/,https://chimcare-web.vercel.app/location/exterior-wood-replacement-in-dracut-ma/,"Exterior Wood Replacement in Dracut,MA",ma,550,32,2,459,24,yes,no
exterior-wood-replacement-in-leominster-ma,/location/exterior-wood-replacement-in-leominster-ma/,https://chimcare-web.vercel.app/location/exterior-wood-replacement-in-leominster-ma/,"Exterior Wood Replacement in Leominster,MA",ma,1077,57,2,989,25,yes,no
exterior-wood-replacement-in-lowell-ma,/location/exterior-wood-replacement-in-lowell-ma/,https://chimcare-web.vercel.app/location/exterior-wood-replacement-in-lowell-ma/,"Exterior Wood Replacement in Lowell,MA",ma,778,37,2,684,23,yes,no
exterior-wood-replacement-in-springfield-ma,/location/exterior-wood-replacement-in-springfield-ma/,https://chimcare-web.vercel.app/location/exterior-wood-replacement-in-springfield-ma/,"Exterior Wood Replacement in Springfield,MA",ma,577,31,2,480,24,yes,no
exterior-wood-replacement-in-weymouth-ma,/location/exterior-wood-replacement-in-weymouth-ma/,https://chimcare-web.vercel.app/location/exterior-wood-replacement-in-weymouth-ma/,"Exterior Wood Replacement in Weymouth,MA",ma,716,33,2,629,25,yes,no
exterior-wood-replacement-in-worcester-ma,/location/exterior-wood-replacement-in-worcester-ma/,https://chimcare-web.vercel.app/location/exterior-wood-replacement-in-worcester-ma/,"Exterior Wood Replacement in Worcester,MA",ma,650,40,2,572,24,yes,no
firebox-repair-in-cambridge-ma,/location/firebox-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/firebox-repair-in-cambridge-ma/,"Firebox Repair in Cambridge,MA",ma,649,32,2,547,24,yes,no
firebox-repair-in-dracut-ma,/location/firebox-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/firebox-repair-in-dracut-ma/,"Firebox Repair in Dracut,MA",ma,620,39,2,527,24,yes,no
firebox-repair-in-leominster-ma,/location/firebox-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/firebox-repair-in-leominster-ma/,"Firebox Repair in Leominster,MA",ma,1047,51,2,966,25,yes,no
firebox-repair-in-lowell-ma,/location/firebox-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/firebox-repair-in-lowell-ma/,"Firebox Repair in Lowell,MA",ma,796,36,2,705,23,yes,no
firebox-repair-in-phoenix-az,/location/firebox-repair-in-phoenix-az/,https://chimcare-web.vercel.app/location/firebox-repair-in-phoenix-az/,"Firebox Repair in Phoenix,AZ",az,751,35,2,649,8,yes,no
firebox-repair-in-springfield-ma,/location/firebox-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/firebox-repair-in-springfield-ma/,"Firebox Repair in Springfield,MA",ma,753,35,2,649,24,yes,no
firebox-repair-in-weymouth-ma,/location/firebox-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/firebox-repair-in-weymouth-ma/,"Firebox Repair in Weymouth,MA",ma,782,35,2,677,25,yes,no
firebox-repair-in-worcester-ma,/location/firebox-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/firebox-repair-in-worcester-ma/,"Firebox Repair in Worcester,MA",ma,720,36,2,638,24,yes,no
fireplace-brick-repair-in-cambridge-ma,/location/fireplace-brick-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-brick-repair-in-cambridge-ma/,"Fireplace Brick Repair in Cambridge,MA",ma,693,32,2,607,24,yes,no
fireplace-brick-repair-in-dracut-ma,/location/fireplace-brick-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-brick-repair-in-dracut-ma/,"Fireplace Brick Repair in Dracut,MA",ma,644,32,2,553,24,yes,no
fireplace-brick-repair-in-leominster-ma,/location/fireplace-brick-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/fireplace-brick-repair-in-leominster-ma/,"Fireplace Brick Repair in Leominster,MA",ma,1072,50,2,992,25,yes,no
fireplace-brick-repair-in-lowell-ma,/location/fireplace-brick-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-brick-repair-in-lowell-ma/,"Fireplace Brick Repair in Lowell,MA",ma,633,32,2,536,23,yes,no
fireplace-brick-repair-in-springfield-ma,/location/fireplace-brick-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-brick-repair-in-springfield-ma/,"Fireplace Brick Repair in Springfield,MA",ma,682,32,2,587,24,yes,no
fireplace-brick-repair-in-weymouth-ma,/location/fireplace-brick-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-brick-repair-in-weymouth-ma/,"Fireplace Brick Repair in Weymouth,MA",ma,682,31,2,579,25,yes,no
fireplace-brick-repair-in-worcester-ma,/location/fireplace-brick-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-brick-repair-in-worcester-ma/,"Fireplace Brick Repair in Worcester,MA",ma,601,34,2,501,24,yes,no
fireplace-cleaning-in-cambridge-ma,/location/fireplace-cleaning-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-cleaning-in-cambridge-ma/,"Fireplace Cleaning in Cambridge,MA",ma,643,35,2,560,23,yes,no
fireplace-cleaning-in-dracut-ma,/location/fireplace-cleaning-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-cleaning-in-dracut-ma/,"Fireplace Cleaning in Dracut,MA",ma,692,35,2,592,23,yes,no
fireplace-cleaning-in-leominster-ma,/location/fireplace-cleaning-in-leominster-ma/,https://chimcare-web.vercel.app/location/fireplace-cleaning-in-leominster-ma/,"Fireplace Cleaning in Leominster,MA",ma,1098,50,2,1002,24,yes,no
fireplace-cleaning-in-lowell-ma,/location/fireplace-cleaning-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-cleaning-in-lowell-ma/,"Fireplace Cleaning in Lowell,MA",ma,728,37,2,641,22,yes,no
fireplace-cleaning-in-springfield-ma,/location/fireplace-cleaning-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-cleaning-in-springfield-ma/,"Fireplace Cleaning in Springfield,MA",ma,719,35,2,625,23,yes,no
fireplace-cleaning-in-weymouth-ma,/location/fireplace-cleaning-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-cleaning-in-weymouth-ma/,"Fireplace Cleaning in Weymouth,MA",ma,616,36,2,540,24,yes,no
fireplace-cleaning-in-worcester-ma,/location/fireplace-cleaning-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-cleaning-in-worcester-ma/,"Fireplace Cleaning in Worcester,MA",ma,672,37,2,591,23,yes,no
fireplace-damper-repair-in-cambridge-ma,/location/fireplace-damper-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-damper-repair-in-cambridge-ma/,"Fireplace Damper Repair in Cambridge,MA",ma,757,41,2,665,23,yes,no
fireplace-damper-repair-in-dracut-ma,/location/fireplace-damper-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-damper-repair-in-dracut-ma/,"Fireplace Damper Repair in Dracut,MA",ma,652,33,2,558,23,yes,no
fireplace-damper-repair-in-lowell-ma,/location/fireplace-damper-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-damper-repair-in-lowell-ma/,"Fireplace Damper Repair in Lowell,MA",ma,771,37,2,664,22,yes,no
fireplace-damper-repair-in-springfield-ma,/location/fireplace-damper-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-damper-repair-in-springfield-ma/,"Fireplace Damper Repair in Springfield,MA",ma,796,32,2,682,23,yes,no
fireplace-damper-repair-in-weymouth-ma,/location/fireplace-damper-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-damper-repair-in-weymouth-ma/,"Fireplace Damper Repair in Weymouth,MA",ma,713,38,2,622,24,yes,no
fireplace-damper-repair-in-worcester-ma,/location/fireplace-damper-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-damper-repair-in-worcester-ma/,"Fireplace Damper Repair in Worcester,MA",ma,721,34,2,639,23,yes,no
fireplace-doors-in-cambridge-ma,/location/fireplace-doors-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-doors-in-cambridge-ma/,"Fireplace Doors in Cambridge,MA",ma,659,40,2,576,24,yes,no
fireplace-doors-in-dracut-ma,/location/fireplace-doors-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-doors-in-dracut-ma/,"Fireplace Doors in Dracut,MA",ma,757,36,2,665,24,yes,no
fireplace-doors-in-lowell-ma,/location/fireplace-doors-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-doors-in-lowell-ma/,"Fireplace Doors in Lowell,MA",ma,539,31,2,458,23,yes,no
fireplace-doors-in-springfield-ma,/location/fireplace-doors-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-doors-in-springfield-ma/,"Fireplace Doors in Springfield,MA",ma,617,34,2,529,24,yes,no
fireplace-doors-in-weymouth-ma,/location/fireplace-doors-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-doors-in-weymouth-ma/,"Fireplace Doors in Weymouth,MA",ma,782,34,2,696,25,yes,no
fireplace-doors-repair-in-worcester-ma,/location/fireplace-doors-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-doors-repair-in-worcester-ma/,"Fireplace Doors in Worcester,MA",ma,651,33,2,563,24,yes,no
fireplace-flue-installation-in-cambridge-ma,/location/fireplace-flue-installation-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-flue-installation-in-cambridge-ma/,"Fireplace Flue Installation in Cambridge,MA",ma,785,39,2,691,24,yes,no
fireplace-flue-installation-in-dracut-ma,/location/fireplace-flue-installation-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-flue-installation-in-dracut-ma/,"Fireplace Flue Installation in Dracut,MA",ma,1028,42,2,913,24,yes,no
fireplace-flue-installation-in-lowell-ma,/location/fireplace-flue-installation-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-flue-installation-in-lowell-ma/,"Fireplace Flue Installation in Lowell,MA",ma,689,35,2,601,23,yes,no
fireplace-flue-installation-in-springfield-ma,/location/fireplace-flue-installation-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-flue-installation-in-springfield-ma/,"Fireplace Flue Installation in Springfield,MA",ma,717,37,2,615,24,yes,no
fireplace-flue-installation-in-weymouth-ma,/location/fireplace-flue-installation-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-flue-installation-in-weymouth-ma/,"Fireplace Flue Installation in Weymouth,MA",ma,665,39,2,573,25,yes,no
fireplace-flue-installation-in-worcester-ma,/location/fireplace-flue-installation-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-flue-installation-in-worcester-ma/,"Fireplace Flue Installation in Worcester,MA",ma,599,38,2,523,24,yes,no
fireplace-gas-burner-installation-in-cambridge-ma,/location/fireplace-gas-burner-installation-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-burner-installation-in-cambridge-ma/,"Fireplace Gas Burner Installation in Cambridge,MA",ma,735,35,2,640,24,yes,no
fireplace-gas-burner-installation-in-dracut-ma,/location/fireplace-gas-burner-installation-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-burner-installation-in-dracut-ma/,"Fireplace Gas Burner Installation in Dracut,MA",ma,717,33,2,616,24,yes,no
fireplace-gas-burner-installation-in-lowell-ma,/location/fireplace-gas-burner-installation-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-burner-installation-in-lowell-ma/,"Fireplace Gas Burner Installation in Lowell,MA",ma,800,41,2,708,23,yes,no
fireplace-gas-burner-installation-in-springfield-ma,/location/fireplace-gas-burner-installation-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-burner-installation-in-springfield-ma/,"Fireplace Gas Burner Installation in Springfield,MA",ma,662,37,2,581,24,yes,no
fireplace-gas-burner-installation-in-weymouth-ma,/location/fireplace-gas-burner-installation-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-burner-installation-in-weymouth-ma/,"Fireplace Gas Burner Installation in Weymouth,MA",ma,777,34,2,690,25,yes,no
fireplace-gas-burner-installation-in-worcester-ma,/location/fireplace-gas-burner-installation-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-burner-installation-in-worcester-ma/,"Fireplace Gas Burner Installation in Worcester,MA",ma,612,35,2,524,24,yes,no
fireplace-gas-valve-repair-in-cambridge-ma,/location/fireplace-gas-valve-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-repair-in-cambridge-ma/,"Fireplace Gas Valve Repair in Cambridge,MA",ma,715,33,2,619,24,yes,no
fireplace-gas-valve-repair-in-dracut-ma,/location/fireplace-gas-valve-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-repair-in-dracut-ma/,"Fireplace Gas Valve Repair in Dracut,MA",ma,664,33,2,571,24,yes,no
fireplace-gas-valve-repair-in-leominster-ma,/location/fireplace-gas-valve-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-repair-in-leominster-ma/,"Fireplace Gas Valve Repair in Leominster,MA",ma,1090,52,2,1017,25,yes,no
fireplace-gas-valve-repair-in-lowell-ma,/location/fireplace-gas-valve-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-repair-in-lowell-ma/,"Fireplace Gas Valve Repair in Lowell,MA",ma,768,34,2,657,23,yes,no
fireplace-gas-valve-repair-in-springfield-ma,/location/fireplace-gas-valve-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-repair-in-springfield-ma/,"Fireplace Gas Valve Repair in Springfield,MA",ma,775,39,2,676,24,yes,no
fireplace-gas-valve-repair-in-weymouth-ma,/location/fireplace-gas-valve-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-repair-in-weymouth-ma/,"Fireplace Gas Valve Repair in Weymouth,MA",ma,694,33,2,606,25,yes,no
fireplace-gas-valve-repair-in-worcester-ma,/location/fireplace-gas-valve-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-repair-in-worcester-ma/,"Fireplace Gas Valve Repair in Worcester,MA",ma,735,35,2,608,24,yes,no
fireplace-gas-valve-replace-in-cambridge-ma,/location/fireplace-gas-valve-replace-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-cambridge-ma/,"Fireplace Gas Valve Replace in Cambridge,MA",ma,645,33,2,544,24,yes,no
fireplace-gas-valve-replace-in-cambridge-ma-2,/location/fireplace-gas-valve-replace-in-cambridge-ma-2/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-cambridge-ma-2/,"Fireplace Gas Valve Replace in Cambridge,MA",-2,738,36,2,643,0,yes,no
fireplace-gas-valve-replace-in-dracut-ma,/location/fireplace-gas-valve-replace-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-dracut-ma/,"Fireplace Gas Valve Replace in Dracut,MA",ma,761,32,2,662,24,yes,no
fireplace-gas-valve-replace-in-dracut-ma-2,/location/fireplace-gas-valve-replace-in-dracut-ma-2/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-dracut-ma-2/,"Fireplace Gas Valve Replace in Dracut,MA",-2,678,34,2,582,0,yes,no
fireplace-gas-valve-replace-in-lowell-ma,/location/fireplace-gas-valve-replace-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-lowell-ma/,"Fireplace Gas Valve Replace in Lowell,MA",ma,1017,41,2,910,23,yes,no
fireplace-gas-valve-replace-in-lowell-ma-2,/location/fireplace-gas-valve-replace-in-lowell-ma-2/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-lowell-ma-2/,"Fireplace Gas Valve Replace in Lowell,MA",-2,707,37,2,610,0,yes,no
fireplace-gas-valve-replace-in-springfield-ma,/location/fireplace-gas-valve-replace-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-springfield-ma/,"Fireplace Gas Valve Replace in Springfield,MA",ma,716,34,2,623,24,yes,no
fireplace-gas-valve-replace-in-springfield-ma-2,/location/fireplace-gas-valve-replace-in-springfield-ma-2/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-springfield-ma-2/,"Fireplace Gas Valve Replace in Springfield,MA",-2,812,42,2,717,0,yes,no
fireplace-gas-valve-replace-in-weymouth-ma,/location/fireplace-gas-valve-replace-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-weymouth-ma/,"Fireplace Gas Valve Replace in Weymouth,MA",ma,768,43,2,673,25,yes,no
fireplace-gas-valve-replace-in-weymouth-ma-2,/location/fireplace-gas-valve-replace-in-weymouth-ma-2/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-weymouth-ma-2/,"Fireplace Gas Valve Replace in Weymouth,MA",-2,710,36,2,610,0,yes,no
fireplace-gas-valve-replace-in-worcester-ma,/location/fireplace-gas-valve-replace-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-worcester-ma/,"Fireplace Gas Valve Replace in Worcester,MA",ma,682,35,2,578,24,yes,no
fireplace-gas-valve-replace-in-worcester-ma-2,/location/fireplace-gas-valve-replace-in-worcester-ma-2/,https://chimcare-web.vercel.app/location/fireplace-gas-valve-replace-in-worcester-ma-2/,"Fireplace Gas Valve Replace in Worcester,MA",-2,1108,46,2,1010,0,yes,no
fireplace-inserts-in-cambridge-ma,/location/fireplace-inserts-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-inserts-in-cambridge-ma/,"Fireplace Inserts in Cambridge,MA",ma,706,37,2,607,24,yes,no
fireplace-inserts-in-dracut-ma,/location/fireplace-inserts-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-inserts-in-dracut-ma/,"Fireplace Inserts in Dracut,MA",ma,702,33,2,606,24,yes,no
fireplace-inserts-in-leominster-ma,/location/fireplace-inserts-in-leominster-ma/,https://chimcare-web.vercel.app/location/fireplace-inserts-in-leominster-ma/,"Fireplace Inserts in Leominster,MA",ma,1052,54,2,964,25,yes,no
fireplace-inserts-in-lowell-ma,/location/fireplace-inserts-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-inserts-in-lowell-ma/,"Fireplace Inserts in Lowell,MA",ma,826,48,2,712,23,yes,no
fireplace-inserts-in-springfield-ma,/location/fireplace-inserts-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-inserts-in-springfield-ma/,"Fireplace Inserts in Springfield,MA",ma,743,33,2,654,24,yes,no
fireplace-inserts-in-weymouth-ma,/location/fireplace-inserts-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-inserts-in-weymouth-ma/,"Fireplace Inserts in Weymouth,MA",ma,645,37,2,563,25,yes,no
fireplace-inserts-in-worcester-ma,/location/fireplace-inserts-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-inserts-in-worcester-ma/,"Fireplace Inserts in Worcester,MA",ma,772,33,2,670,24,yes,no
fireplace-installation-in-cambridge-ma,/location/fireplace-installation-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-installation-in-cambridge-ma/,"Fireplace Installation in Cambridge,MA",ma,618,36,2,530,23,yes,no
fireplace-installation-in-dracut-ma,/location/fireplace-installation-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-installation-in-dracut-ma/,"Fireplace Installation in Dracut,MA",ma,688,34,2,576,23,yes,no
fireplace-installation-in-leominster-ma,/location/fireplace-installation-in-leominster-ma/,https://chimcare-web.vercel.app/location/fireplace-installation-in-leominster-ma/,"Fireplace Installation in Leominster,MA",ma,1085,54,2,1010,24,yes,no
fireplace-installation-in-lowell-ma,/location/fireplace-installation-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-installation-in-lowell-ma/,"Fireplace Installation in Lowell,MA",ma,675,36,2,592,22,yes,no
fireplace-installation-in-springfield-ma,/location/fireplace-installation-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-installation-in-springfield-ma/,"Fireplace Installation in Springfield,MA",ma,769,38,2,691,23,yes,no
fireplace-installation-in-weymouth-ma,/location/fireplace-installation-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-installation-in-weymouth-ma/,"Fireplace Installation in Weymouth,MA",ma,706,34,2,627,24,yes,no
fireplace-installation-in-worcester-ma,/location/fireplace-installation-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-installation-in-worcester-ma/,"Fireplace Installation in Worcester,MA",ma,1052,34,2,954,23,yes,no
fireplace-masonry-repair-in-cambridge-ma,/location/fireplace-masonry-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-masonry-repair-in-cambridge-ma/,"Fireplace Masonry Repair in Cambridge,MA",ma,614,36,2,522,24,yes,no
fireplace-masonry-repair-in-dracut-ma,/location/fireplace-masonry-repair-in-dracut-ma/,https://chimcare-web.vercel.app/location/fireplace-masonry-repair-in-dracut-ma/,"Fireplace Masonry Repair in Dracut,MA",ma,789,34,2,676,24,yes,no
fireplace-masonry-repair-in-leominster-ma,/location/fireplace-masonry-repair-in-leominster-ma/,https://chimcare-web.vercel.app/location/fireplace-masonry-repair-in-leominster-ma/,"Fireplace Masonry Repair in Leominster,MA",ma,1067,57,2,997,25,yes,no
fireplace-masonry-repair-in-lowell-ma,/location/fireplace-masonry-repair-in-lowell-ma/,https://chimcare-web.vercel.app/location/fireplace-masonry-repair-in-lowell-ma/,"Fireplace Masonry Repair in Lowell,MA",ma,981,45,2,874,23,yes,no
fireplace-masonry-repair-in-springfield-ma,/location/fireplace-masonry-repair-in-springfield-ma/,https://chimcare-web.vercel.app/location/fireplace-masonry-repair-in-springfield-ma/,"Fireplace Masonry Repair in Springfield,MA",ma,974,44,2,869,24,yes,no
fireplace-masonry-repair-in-weymouth-ma,/location/fireplace-masonry-repair-in-weymouth-ma/,https://chimcare-web.vercel.app/location/fireplace-masonry-repair-in-weymouth-ma/,"Fireplace Masonry Repair in Weymouth,MA",ma,744,34,2,636,25,yes,no
fireplace-masonry-repair-in-worcester-ma,/location/fireplace-masonry-repair-in-worcester-ma/,https://chimcare-web.vercel.app/location/fireplace-masonry-repair-in-worcester-ma/,"Fireplace Masonry Repair in Worcester,MA",ma,663,37,2,571,24,yes,no
fireplace-panels-repair-in-cambridge-ma,/location/fireplace-panels-repair-in-cambridge-ma/,https://chimcare-web.vercel.app/location/fireplace-panels-repair-in-cambridge-ma/,"Fireplace Panels Repair in Cambridge,MA",ma,748,35,2,656,24,yes,no
